1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,target
0.9725478291511536,0.503541111946106,0.8882378935813904,0.6709021329879761,0.7663309574127197,0.6986168026924133,0.6880332231521606,0.595592737197876,0.6538479328155518,0.4878882765769958,0.6977129578590393,0.6346920132637024,0.5168677568435669,0.6787055730819702,0.4048851132392883,0.7013155221939087,0.3203185200691223,0.7141561508178711,0.7066822052001953,0.4735912084579468,0.5117080211639404,0.4426054954528808,0.3843044638633728,0.424599289894104,0.2876510620117187,0.3952131867408752,0.7404605746269226,0.3443560600280761,0.619281530380249,0.3756499886512756,0.6554248332977295,0.4256449341773987,0.7087451219558716,0.4392617344856262,0.7852973937988281,0.2490388751029968,0.6827819347381592,0.2917121052742004,0.7072056531906128,0.3373882472515106,0.7520838975906372,0.3434437215328216,2
0.8833138346672058,0.5855556726455688,0.7588967084884644,0.7382736206054688,0.6191750764846802,0.7318987846374512,0.5405619144439697,0.6096606254577637,0.5140054225921631,0.4977975785732269,0.5532000660896301,0.6856716871261597,0.3572630882263183,0.6944824457168579,0.2468689680099487,0.6939022541046143,0.1623348593711853,0.6901419162750244,0.5648097395896912,0.5307728052139282,0.371751457452774,0.4768540263175964,0.2538025677204132,0.4408415257930755,0.1693463325500488,0.3987977504730224,0.5988670587539673,0.4047209024429321,0.4933685064315796,0.4194393754005432,0.5222348570823669,0.4835500419139862,0.573406457901001,0.5167203545570374,0.6395593881607056,0.3125795722007751,0.5549945831298828,0.3510589003562927,0.5772501826286316,0.4058969616889953,0.6199067831039429,0.4219129681587219,2
0.9107653498649596,0.5989936590194702,0.8363913297653198,0.4070344865322113,0.7220008373260498,0.3597201704978943,0.6425343751907349,0.4408179223537445,0.6022297143936157,0.552092969417572,0.6290932297706604,0.3851941227912903,0.4462425410747528,0.3374840021133423,0.3372633755207062,0.3220299184322357,0.2525084912776947,0.3158096373081207,0.6138137578964233,0.5369413495063782,0.4281282722949981,0.5437557101249695,0.3069083094596863,0.5455690622329712,0.2204664647579193,0.5481048822402954,0.629163384437561,0.6664619445800781,0.5576016902923584,0.6187289357185364,0.6057876348495483,0.5762690305709839,0.6582075953483582,0.5627016425132751,0.6605755686759949,0.7729372978210449,0.6196924448013306,0.7009382843971252,0.6570507884025574,0.666762113571167,0.6974243521690369,0.6580732464790344,2
0.942803919315338,0.4522627890110016,0.843116044998169,0.5934052467346191,0.7183358669281006,0.5794373154640198,0.6543368101119995,0.4511113464832306,0.632054328918457,0.341280460357666,0.6439109444618225,0.4968590438365936,0.4702165424823761,0.4937056303024292,0.3656368851661682,0.4890775084495544,0.2873965501785278,0.4770567417144775,0.6654391288757324,0.3467575311660766,0.4733046889305115,0.2909164428710937,0.355374813079834,0.2643983662128448,0.2664728760719299,0.2204549759626388,0.7117561101913452,0.2333569377660751,0.5694071054458618,0.1995502561330795,0.6078348755836487,0.2664357125759125,0.6621913909912109,0.29958176612854,0.7698973417282104,0.152735486626625,0.6555274128913879,0.1504306346178054,0.6754657030105591,0.2031126171350479,0.7168269157409668,0.2251198142766952,2
0.9161294102668762,0.5254656672477722,0.8259340524673462,0.4109746813774109,0.7220507264137268,0.4066882729530334,0.6600508093833923,0.4894966781139374,0.6227397918701172,0.5903043746948242,0.6097109913825989,0.4321762919425964,0.433388352394104,0.4105053544044494,0.332984060049057,0.4105698466300964,0.2574058175086975,0.4273095726966858,0.6201188564300537,0.5867951512336731,0.4433865845203399,0.6834121346473694,0.3420750498771667,0.7456392049789429,0.2690218091011047,0.7993525266647339,0.6644261479377747,0.7185073494911194,0.6513906121253967,0.7280100584030151,0.7033745050430298,0.6722203493118286,0.7398300766944885,0.6353094577789307,0.7206625938415527,0.8333255052566528,0.7152754664421082,0.7908114194869995,0.755227267742157,0.7486310005187988,0.7836946249008179,0.725269079208374,2
0.9987895488739014,0.6231423616409302,0.8862208127975464,0.7844974994659424,0.760897159576416,0.7726889252662659,0.6996217370033264,0.6420448422431946,0.6810802817344666,0.5307031869888306,0.6892311573028564,0.723902702331543,0.5251291394233704,0.7649580836296082,0.4230495393276214,0.7822685241699219,0.3440464437007904,0.7853326797485352,0.7022750377655029,0.5667802095413208,0.5265687704086304,0.551201343536377,0.410260796546936,0.5365363359451294,0.321940928697586,0.5034456253051758,0.7411203384399414,0.4400327503681183,0.6386494636535645,0.4829867780208587,0.6768946647644043,0.5467196702957153,0.7323778867721558,0.5708126425743103,0.7877445816993713,0.3455801606178283,0.7187423706054688,0.4294391274452209,0.7441200613975525,0.4859600663185119,0.7870991230010986,0.4953034818172455,2
0.8606948256492615,0.3438382148742676,0.7982549071311951,0.5465107560157776,0.6591762900352478,0.6183204650878906,0.5416565537452698,0.5479074120521545,0.4709726274013519,0.4617464542388916,0.612751841545105,0.5857501029968262,0.3978723287582397,0.6723089814186096,0.2716578841209411,0.7245290279388428,0.1766276061534881,0.7559967041015625,0.5992306470870972,0.4237828254699707,0.3571794033050537,0.4407703876495361,0.2126772105693817,0.4528810083866119,0.1047649681568145,0.4470524191856384,0.6002742648124695,0.283424437046051,0.4336435198783874,0.3349612951278686,0.4747853577136993,0.3868334591388702,0.5380174517631531,0.398905485868454,0.610523521900177,0.1776188910007476,0.4752086699008941,0.2549346685409546,0.5050888657569885,0.3033148944377899,0.5586304068565369,0.3033791482448578,2
0.9045464992523192,0.5168954133987427,0.7765510678291321,0.6527901291847229,0.648379921913147,0.6254457831382751,0.5839598178863525,0.4863385260105133,0.5642543435096741,0.3676371276378631,0.5732050538063049,0.5470513701438904,0.3885518312454223,0.5475330948829651,0.2772873044013977,0.5460091829299927,0.1923122107982635,0.5374614000320435,0.599359393119812,0.391637921333313,0.4051525890827179,0.3227877914905548,0.2870888411998749,0.2782090604305267,0.200935423374176,0.2218365967273712,0.6486554145812988,0.2728829979896545,0.5213446021080017,0.2614417970180511,0.5463119149208069,0.3310102820396423,0.5958974957466125,0.3667805194854736,0.7060806751251221,0.1869290620088577,0.5894885063171387,0.1976373046636581,0.6037730574607849,0.2567405700683594,0.6478684544563293,0.2765899896621704,2
0.9133990406990052,0.4779012799263,0.8060327768325806,0.6275969743728638,0.6798890233039856,0.6208451390266418,0.6136704683303833,0.4943775832653045,0.5927957892417908,0.3791912198066711,0.6056931018829346,0.5562587976455688,0.4300409853458404,0.5658137202262878,0.3228330612182617,0.5666192173957825,0.2410897016525268,0.5576543211936951,0.6211360692977905,0.4041077792644501,0.429234504699707,0.3458900451660156,0.308047741651535,0.3161018788814544,0.2147779464721679,0.2723940014839172,0.6612796187400818,0.2858996093273163,0.5285677313804626,0.2497171014547348,0.5684131383895874,0.3061227798461914,0.6222885251045227,0.33636274933815,0.7147608995437622,0.1985461860895156,0.6007943153381348,0.1814804375171661,0.6253325343132019,0.2293062657117843,0.6693139672279358,0.2522206306457519,2
1.017707586288452,0.4337299466133117,0.9023638367652892,0.5817843675613403,0.766727864742279,0.5927734971046448,0.675881564617157,0.4902243912220001,0.6301897764205933,0.384822130203247,0.7024989128112793,0.5556823015213013,0.5011153817176819,0.5783603191375732,0.3789252340793609,0.5967295169830322,0.286260575056076,0.6069244146347046,0.7181140780448914,0.4026561379432678,0.5128337740898132,0.3153365850448608,0.3820388913154602,0.2634478807449341,0.2865628600120544,0.2095764726400375,0.7556422352790833,0.2720804214477539,0.6282550692558289,0.2581354975700378,0.6662793755531311,0.3155558705329895,0.7200132012367249,0.3407651782035827,0.8021633625030518,0.1719717681407928,0.7034856677055359,0.1873107850551605,0.7293453216552734,0.2420127987861633,0.7724915146827698,0.2566091418266296,2
